fp,threshold,tp,tp_div_fp
0,0.649631785825854,435,inf
0,0.6496371650531308,436,inf
0,0.6496421161923972,437,inf
0,0.6496929386881447,438,inf
0,0.6497989487666113,439,inf
0,0.6498207835951831,440,inf
0,0.6498509475357963,441,inf
0,0.6498520623885992,442,inf
0,0.6499111298573944,443,inf
0,0.649913229552988,444,inf
0,0.649943788573857,445,inf
0,0.6499961925253905,446,inf
0,0.6500205283729493,447,inf
0,0.6500725565715633,448,inf
0,0.6501182978845748,449,inf
0,0.6501317055607085,450,inf
0,0.6501398206371393,451,inf
0,0.650158261653592,452,inf
0,0.6501663540390538,453,inf
0,0.6502149471511923,454,inf
0,0.6502497266205695,455,inf
0,0.6502589367062552,456,inf
0,0.6502625006064993,457,inf
0,0.6502786318248893,458,inf
0,0.6503793660356211,459,inf
0,0.6504201304027157,460,inf
0,0.6504639318197785,461,inf
0,0.6504708919016113,462,inf
0,0.6504909223838062,463,inf
0,0.6505130909502508,464,inf
0,0.6505204168164191,465,inf
0,0.6505489446498768,466,inf
0,0.6506218995429351,467,inf
0,0.6506238143416617,468,inf
0,0.65064798991781,469,inf
0,0.6506806237358699,470,inf
0,0.6507276250555191,471,inf
0,0.6507365983135627,472,inf
0,0.6507596544960125,473,inf
0,0.6507604532132866,474,inf
0,0.6508109132948026,475,inf
0,0.6508154448752083,476,inf
0,0.6508268568765972,477,inf
0,0.650838882803236,478,inf
0,0.6508399547050483,479,inf
0,0.6508530709864305,480,inf
0,0.6508875723971791,481,inf
0,0.6508970878771092,482,inf
0,0.650906317066984,483,inf
0,0.6509455483488894,484,inf
0,0.650965708996357,485,inf
0,0.6509705537031755,486,inf
0,0.6509738944123509,487,inf
0,0.6509892531536202,488,inf
0,0.6510016128335827,489,inf
0,0.6510021004002274,490,inf
0,0.6510426355660409,491,inf
0,0.6510546192602165,492,inf
0,0.6510600129730051,493,inf
0,0.6510660817244575,494,inf
0,0.6511082454258779,495,inf
0,0.6511364558193623,496,inf
0,0.6511699355628424,497,inf
0,0.6512428065863791,498,inf
0,0.6512708289507391,499,inf
0,0.6512726846789996,500,inf
0,0.6513026762132806,501,inf
0,0.6513186785702701,502,inf
0,0.6513583996015888,503,inf
0,0.6513768171920035,504,inf
0,0.6513942480574617,505,inf
0,0.6514019579056676,506,inf
0,0.6514049571677113,507,inf
0,0.651419324606962,508,inf
0,0.6514599388142526,509,inf
0,0.6514602194647818,510,inf
0,0.6514828632844694,511,inf
0,0.6514940485624455,512,inf
0,0.6515124628570673,513,inf
0,0.6515200350697808,514,inf
0,0.6515777884872294,515,inf
0,0.6515983873383303,516,inf
0,0.6516286278190686,517,inf
0,0.6517138789442816,518,inf
0,0.6517244525234689,519,inf
0,0.6517531659699891,520,inf
0,0.6517901427612378,521,inf
0,0.6517907483526801,522,inf
0,0.6518657347823582,523,inf
0,0.6518850893467965,524,inf
0,0.6518884845261508,525,inf
0,0.6518943229360599,526,inf
0,0.6519348631436601,527,inf
0,0.6520020645970592,528,inf
0,0.6520864460568339,529,inf
0,0.6520993981656033,530,inf
0,0.6521565988428623,531,inf
0,0.6521679074196113,532,inf
0,0.6522086302046189,533,inf
0,0.6522818231984137,534,inf
0,0.6523069450583314,535,inf
0,0.6523203190660152,536,inf
0,0.6523834156519053,537,inf
0,0.6523973015699549,538,inf
0,0.6524024322360277,539,inf
0,0.6524510277444008,540,inf
0,0.6524775980980425,541,inf
0,0.6524959654224596,542,inf
0,0.6525010883580918,543,inf
0,0.6525207066044245,544,inf
0,0.6525397439721483,545,inf
0,0.652557236501893,546,inf
0,0.6526475379003723,547,inf
0,0.6526564348866148,548,inf
0,0.652662969235212,549,inf
0,0.6526733912327561,550,inf
0,0.6527102192961128,551,inf
0,0.6527424508255573,552,inf
0,0.6527473290583464,553,inf
0,0.6527692066020693,554,inf
0,0.6528116341188298,555,inf
0,0.6528130734852935,556,inf
0,0.6528217829867694,557,inf
0,0.652833555267305,558,inf
0,0.6528342237905694,559,inf
0,0.6528615855872905,560,inf
0,0.652893702236714,561,inf
0,0.6528943959022586,562,inf
0,0.6529082422981466,563,inf
0,0.6529110212263142,564,inf
0,0.652982079794354,565,inf
0,0.6529823058150973,566,inf
0,0.6529880488287174,567,inf
0,0.6530218517722898,568,inf
0,0.6530525793122433,569,inf
0,0.6530844889898945,570,inf
0,0.6531154460592468,571,inf
0,0.6531637006993694,572,inf
0,0.6532196585725193,573,inf
0,0.6532304043584706,574,inf
0,0.653238690440472,575,inf
0,0.6532394721586418,576,inf
0,0.6532467881905912,577,inf
0,0.6532633870750124,578,inf
0,0.6532642346253252,579,inf
0,0.6532668582978595,580,inf
0,0.6532917551532547,581,inf
0,0.6533409016046973,582,inf
0,0.6533422068317627,583,inf
0,0.6533466969657231,584,inf
0,0.6533611634579581,585,inf
0,0.6533688925651351,586,inf
0,0.6533829511734297,587,inf
0,0.6534299192132558,588,inf
0,0.6534708569444192,589,inf
0,0.6534947120301977,590,inf
0,0.6534968807872634,591,inf
0,0.6535020306109504,592,inf
0,0.6535739077956205,593,inf
0,0.6536024907702846,594,inf
0,0.6536612667110989,595,inf
0,0.6536721798198142,596,inf
0,0.6536747550965457,597,inf
0,0.6537016938438355,598,inf
0,0.6537038886507787,599,inf
0,0.6537090962515644,600,inf
0,0.653737750422346,601,inf
0,0.6537466338976388,602,inf
0,0.6537748778878616,603,inf
0,0.6537860350514035,604,inf
0,0.6538031358593717,605,inf
0,0.6538135609875528,606,inf
0,0.653822311467619,607,inf
0,0.6538443516817583,608,inf
0,0.6538579477558973,609,inf
0,0.6538632185983992,610,inf
0,0.6538787737236632,611,inf
0,0.6538853003178977,612,inf
0,0.653893213698358,613,inf
0,0.6539253245846216,614,inf
0,0.6539413485842521,615,inf
0,0.6539435996550172,616,inf
0,0.653954858656758,617,inf
0,0.6539740278705131,618,inf
0,0.6539772211646124,619,inf
0,0.6540356271921999,620,inf
0,0.6540527761330924,621,inf
0,0.654076332679393,622,inf
0,0.6540772697542322,623,inf
0,0.6540892814880269,624,inf
0,0.6540969161936993,625,inf
0,0.654160254296104,626,inf
0,0.654172204535459,627,inf
0,0.6541869122803836,628,inf
0,0.6541896695379462,629,inf
0,0.6541974357860821,630,inf
0,0.6542163169115105,631,inf
0,0.6542319093020357,632,inf
0,0.6542760946357631,633,inf
0,0.6543101188777011,634,inf
0,0.6543179303238854,635,inf
0,0.6543838252279482,636,inf
0,0.6543911722324497,637,inf
0,0.6544019459316484,638,inf
0,0.654405820406508,639,inf
0,0.654479852286313,640,inf
0,0.6544799179496865,641,inf
0,0.6544806550936535,642,inf
0,0.6545062445198657,643,inf
0,0.6545175070736622,644,inf
0,0.654522189406571,645,inf
0,0.6545388683351621,646,inf
0,0.6545627621361976,647,inf
0,0.6545939575530894,648,inf
0,0.6546363316644647,649,inf
0,0.6546428288228422,650,inf
0,0.654654870705101,651,inf
0,0.6546722256629233,652,inf
0,0.6547012649219072,653,inf
0,0.6547152963306668,654,inf
0,0.6547271496784761,655,inf
0,0.6547851337323702,656,inf
0,0.6547968632389503,657,inf
0,0.6548094972860741,658,inf
0,0.6548192908193617,659,inf
0,0.6548449723411268,660,inf
0,0.6548880295617818,661,inf
0,0.6548928625059642,662,inf
0,0.6549009867823271,663,inf
0,0.6549036745017102,664,inf
0,0.6549053410120466,665,inf
0,0.654916007301112,666,inf
0,0.6549689550738921,667,inf
0,0.655023706634486,668,inf
0,0.6550949805742716,669,inf
0,0.6550983867937806,670,inf
0,0.655100821045134,671,inf
0,0.655110903960938,672,inf
0,0.6551113562537909,673,inf
0,0.6551364027116591,674,inf
0,0.6551652744337727,675,inf
0,0.6552127305110896,676,inf
0,0.6552356783707111,677,inf
0,0.6552463045323014,678,inf
0,0.6552609588272166,679,inf
0,0.6552831991775947,680,inf
0,0.6553079315745505,681,inf
0,0.6553445054291137,682,inf
0,0.655352027391446,683,inf
0,0.6553730743546571,684,inf
0,0.6554003726030024,685,inf
0,0.6554065924159456,686,inf
0,0.6554150211453319,687,inf
0,0.6554208442415738,688,inf
0,0.6554561283905602,689,inf
0,0.6555047511562753,690,inf
0,0.655505973152488,691,inf
0,0.6555205625608966,692,inf
0,0.6555247342273046,693,inf
0,0.6555570155145715,694,inf
0,0.6555652104976164,695,inf
0,0.6555733832671086,696,inf
0,0.6555914685323969,697,inf
0,0.6555921266898013,698,inf
0,0.6556052199833295,699,inf
0,0.6556580152088418,700,inf
0,0.6556616013765268,701,inf
0,0.6556705881167133,702,inf
0,0.6556796550396373,703,inf
0,0.6556827288999919,704,inf
0,0.6556972828609527,705,inf
0,0.6556987339061107,706,inf
0,0.6557011634483905,707,inf
0,0.6557079725441514,708,inf
0,0.6557219199670715,709,inf
0,0.6557233361401295,710,inf
0,0.6557396855303425,711,inf
0,0.6557521955856023,712,inf
0,0.6557879250032487,713,inf
0,0.6557903412198072,714,inf
0,0.6558102659536809,715,inf
0,0.655816003069775,716,inf
0,0.6558364887084028,717,inf
0,0.6558398095178568,718,inf
0,0.6558699366496927,719,inf
0,0.6559065864497314,720,inf
0,0.6559295154449624,721,inf
0,0.655951838477015,722,inf
0,0.6559692526134888,723,inf
0,0.6559855844668646,724,inf
0,0.6560549764686178,725,inf
0,0.6560765125756665,726,inf
0,0.6560780637827802,727,inf
0,0.6560871772660982,728,inf
0,0.6561117609923505,729,inf
0,0.6561279325525845,730,inf
0,0.6561343653639633,731,inf
0,0.6561394763889865,732,inf
0,0.6562311279941897,733,inf
0,0.6562562923324841,734,inf
0,0.6563061394265449,735,inf
0,0.6563113144136714,736,inf
0,0.6563211029751225,737,inf
0,0.6563397897765778,738,inf
0,0.6563553888991026,739,inf
0,0.6563723348999858,740,inf
0,0.6563932594861416,741,inf
0,0.6564096071089471,742,inf
0,0.656421695921718,743,inf
0,0.6564885058959623,744,inf
0,0.6564885724094052,745,inf
0,0.6564981845277371,746,inf
0,0.6565196093522242,747,inf
0,0.6565274448848655,748,inf
0,0.6565884019054974,749,inf
0,0.6565891036381695,750,inf
0,0.656595968255992,751,inf
0,0.6565984538733809,752,inf
0,0.6566017353439884,753,inf
0,0.656608761063579,754,inf
0,0.6566263152884926,755,inf
0,0.6566347669285568,756,inf
0,0.6566545259036438,757,inf
0,0.6566623757268261,758,inf
0,0.6566638334628687,759,inf
0,0.6567231434323902,760,inf
0,0.6567630232835593,761,inf
0,0.6567667805321841,762,inf
0,0.6567935987134788,763,inf
0,0.6567937823569069,764,inf
0,0.6568043751123124,765,inf
0,0.6568439448290447,766,inf
0,0.6568930617074428,767,inf
0,0.656901381717384,768,inf
0,0.6569470830422216,769,inf
0,0.6569473887398286,770,inf
0,0.6569618568587309,771,inf
0,0.6569619579551265,772,inf
0,0.656974902852305,773,inf
0,0.6569787798102744,774,inf
0,0.6570021765279349,775,inf
0,0.6570039520213559,776,inf
0,0.6570126204225818,777,inf
0,0.6570244748330216,778,inf
0,0.657035304395297,779,inf
0,0.6570772953964258,780,inf
0,0.6571096704775977,781,inf
0,0.6571152757121932,782,inf
0,0.6571160306690391,783,inf
0,0.6571247675994112,784,inf
0,0.6571637826876982,785,inf
0,0.6571723251576165,786,inf
0,0.6571982379701293,787,inf
0,0.6572087138890236,788,inf
0,0.6572242278604422,789,inf
0,0.6572477138379095,790,inf
0,0.6572501731037416,791,inf
0,0.6572504209343774,792,inf
0,0.6572561439709427,793,inf
0,0.6572839588212479,794,inf
0,0.6572958188336007,795,inf
0,0.6573024590171022,796,inf
0,0.6573659572147985,797,inf
0,0.6573663485924447,798,inf
0,0.6573753946428923,799,inf
0,0.6573756956778236,800,inf
0,0.6573880676453433,801,inf
0,0.6574002066865745,802,inf
0,0.6574064904805429,803,inf
0,0.657411667648011,804,inf
0,0.657425670788176,805,inf
0,0.6574418140209674,806,inf
0,0.6574679127556586,807,inf
0,0.6574946496383315,808,inf
0,0.6574981875834189,809,inf
0,0.6575006523522834,810,inf
0,0.6575017271018678,811,inf
0,0.6575190738580536,812,inf
0,0.6575231059436912,813,inf
0,0.657549777295118,814,inf
0,0.6575680049676634,815,inf
0,0.6575993813321213,816,inf
0,0.6576346508935377,817,inf
0,0.6576368021832691,818,inf
0,0.6576520474055254,819,inf
0,0.6576667536898922,820,inf
0,0.6576800429818336,821,inf
0,0.6576816984987188,822,inf
0,0.6576945236600656,823,inf
0,0.6577020140356094,824,inf
0,0.6577136033437644,825,inf
0,0.6577151322679321,826,inf
0,0.65772440887314,827,inf
0,0.657734180142012,828,inf
0,0.6577357516131584,829,inf
0,0.6577400912330962,830,inf
0,0.6577445022062716,831,inf
0,0.6577474453900924,832,inf
0,0.6577515602756222,833,inf
0,0.6577685571922018,834,inf
0,0.6577687614094418,835,inf
0,0.6578086870641551,836,inf
0,0.6578091468502111,837,inf
0,0.6578162490418057,838,inf
0,0.6578188801107839,839,inf
0,0.6578337964695927,840,inf
0,0.6578415493889331,841,inf
0,0.6578562812875892,842,inf
0,0.6578575884884424,843,inf
0,0.6579069202445896,844,inf
0,0.657919012096864,845,inf
0,0.6579281783365027,846,inf
0,0.6579290622219378,847,inf
0,0.6579307888655325,848,inf
0,0.6579594368982663,849,inf
0,0.6579722976024419,850,inf
0,0.6579917153576086,851,inf
0,0.6580068853749323,852,inf
0,0.6580193295477874,853,inf
0,0.6580311890743871,854,inf
0,0.6580583214312262,855,inf
0,0.6580663081120312,856,inf
0,0.6580968723320137,857,inf
0,0.6581094405385652,858,inf
0,0.6581097212048453,859,inf
0,0.6581130237936601,860,inf
0,0.6581134305544122,861,inf
0,0.6581178969331126,862,inf
0,0.6581239034799325,863,inf
0,0.6581278687699231,864,inf
0,0.6581315148720971,865,inf
0,0.6581789345055907,866,inf
0,0.6581872735970936,867,inf
0,0.6581893570144283,868,inf
0,0.6581917758447138,869,inf
0,0.6581925874667837,870,inf
0,0.6582165558026001,871,inf
0,0.6582555183113971,872,inf
0,0.6582602212400102,873,inf
0,0.6582722242397308,874,inf
0,0.6583058174890927,875,inf
